"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","parameter_name","pvalue"
"793t4rfkjtn8e06","MGI:1913721","Anp32e","C57BL","Early adult","IMPC_CBC_008_001","Total bilirubin",0.9335407
"79408c2ak9g09l2","MGI:1919618","Borcs8","C57BL","E12.5","IMPC_GRS_010_001","Forelimb grip strength normalised against body weight",0.75793
"7941378j3qyxw26","MGI:1917212","Mettl18","C57BL","Early adult","JAX_OFD_014_001","Center distance travelled",0.7600081
"7942i2992mjq2u0","MGI:894318","Cdk14","C57BL","Early adult","IMPC_EYE_056_001","Mean left eye lens density",0.4098665
"794s3wl0nv887ip","MGI:1917212","Mettl18","C57BL","Early adult","JAX_OFD_012_001","Periphery permanence time",0.08942812
"794yqbsg5173apt","MGI:1298378","Dhcr7","C57BL","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.654266
"795412l6o2ld8nr","MGI:107566","Kifap3","C57BL","Early adult","M-G-P_004_001_001","Body Weight",0.5333653
"795i6407ejxqsh5","MGI:107566","Kifap3","C57BL","Early adult","IMPC_DXA_008_001","Lean/Body weight",0.3559806
"795uknd0415422d","MGI:1921398","Cluh","C57BL","Early adult","IMPC_CSD_078_001","Vocalization",0.5474424
"7961mo2cj64689o","MGI:2154240","Plxnb3","C57BL","Early adult","IMPC_DXA_010_001","Bone Area",0.8068845
"7964k338l91m9ls","MGI:1194883","Crx","C57BL","Early adult","IMPC_HEM_004_001","Hematocrit",0.8999764
"7968d9ra9roryf9","MGI:2676312","Abca12","C57BL","Early adult","IMPC_ACS_037_001","% Pre-pulse inhibition - Global",0.7189718
"796981c4f562y5k","MGI:107566","Kifap3","C57BL","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.1573553
"796mq0go37442ma","MGI:1915814","Nufip2","C57BL","E9.5","IMPC_DXA_003_001","Lean mass",0.424936
"79726zp96q1s6ag","MGI:105080","Tgoln1","C57BL","Early adult","M-G-P_012_001_005","Body Weight",0.7214318
"797431a7h852isv","MGI:2154240","Plxnb3","C57BL","Early adult","M-G-P_025_001_008","Albumin",0.8588408
"797m353524rq00w","MGI:894318","Cdk14","C57BL","Early adult","CCP_XRY_063_001","Cervical processes",0.8100453
"79804577q7dk8hk","MGI:1916625","Btbd9","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.6851085
"79871la3ljd5g12","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_IMM_057_001","NK Subsets (Q4)",0.7589052
"7989cgpm7i8me4i","MGI:2182543","Grhl2","C57BL","E9.5","IMPC_EYE_059_001","Mean right eye lens density",0.2520432
"798dyx7w0193flo","MGI:103227","Cmah","C57BL","Early adult","IMPC_DXA_003_001","Lean mass",0.8554173
"798gomn8sa35q00","MGI:1919618","Borcs8","C57BL","E12.5","IMPC_CSD_014_001","Coat - hair texture / appearance - back",0.4100447
"798ji640kj0g331","MGI:96412","Ide","129SV","Early adult","IMPC_OFD_019_001","Number of center entries",0.904822
"798n0353445s9k9","MGI:2147679","Patl1","C57BL","E18.5","IMPC_DXA_008_001","Lean/Body weight",0.3594882
"798w1c76249b1i0","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_GRS_011_001","Forelimb and hindlimb grip strength normalised against body weight",0.3547535
"799178wc6odc6cb","MGI:1341881","Syngr3","C57BL","Early adult","IMPC_CSD_024_001","Vibrissae - appearance",0.169233
"799762ipp6p8qs5","MGI:1917212","Mettl18","C57BL","Early adult","JAX_OFD_021_001","Number of rears - total",0.2006544
"799b2669n2z281q","MGI:1933155","Arl4d","C57BL","Early adult","CCP_LDT_006_001","Latency to first transition into light",0.3958499
"799j04385js9ws9","MGI:1858419","Bysl","C57BL","Early adult","IMPC_EYE_016_001","Lens",0.8589447
"799o7am88a7ro0g","MGI:1916625","Btbd9","C57BL","Early adult","ESLIM_011_001_008","PP2 + pulse startle magnitude",0.5402643
"79a374xo14f1348","MGI:105080","Tgoln1","C57BL","Early adult","IMPC_GEP_030_002","Edema",0.27596
"79b76311lm062gm","MGI:96546","Il1r2","C57BL","Early adult","IMPC_IMM_005_002","NK cells (Panel A) - % of live leukocytes (Panel A)",0.8317317
"79c88z641cag0di","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_CBC_016_001","HDL-cholesterol",0.9286413
"79cd1lw15mih4c5","MGI:102793","Fstl1","C57BL","Early adult","IMPC_EYE_016_001","Lens",0.2755173
"79f3e204004ddv7","MGI:2147134","Fbxo11","C3H","Early adult","IMPC_GEP_017_001","Facial Morphology",0.9565346
"79fxul32ukedxrm","MGI:105095","Pgf","C57BL","Early adult","IMPC_CSD_062_001","Skin texture - whole body",0.5015121
"79g1h3y3a7d3mul","MGI:96546","Il1r2","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.3584796
"79j15m9n1680oz6","MGI:1925212","Scaf8","C57BL","Early adult","IMPC_HEM_005_001","Mean cell volume",0.4616717
"79ja3gxwv43er10","MGI:2144989","Plekhh1","C57BL","Early adult","IMPC_CSD_032_001","Locomotor activity",0.964862
"79ke13ei7i6sllg","MGI:1914961","Nsmce1","C57BL","Early adult","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.1886836
"79l32eo2d1h67ql","MGI:1918234","4931406C07Rik","C57BL","Early adult","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.6590456
"79mb2w0026rnuit","MGI:1915087","TIPRL","C57BL","Early adult","IMPC_OFD_010_001","Periphery distance travelled",0.5110108
"79n42qyivoz1365","MGI:102793","Fstl1","C57BL","Early adult","UCD_OWT_008_001","Liver weight",0.4867409
"79n575wboapeond","MGI:1347249","Psg16","C57BL","Early adult","GMC_923_001_001","Body weight",0.8296784
"79n9h61qcy2kego","MGI:105089","Hsd17b4","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.7234432
"79na9721lo3q985","MGI:1861457","Dynll1","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.5928563
"79p228t87520086","MGI:1919618","Borcs8","C57BL","E12.5","M-G-P_008_001_012","Tail elevation",0.6037865
"79q5vf051775ocp","MGI:1921783","Gzf1","C57BL","Early adult","M-G-P_004_001_001","Body Weight",0.6506246
"79r595oaws58r66","MGI:2441671","Hcar1","C57BL","Early adult","IMPC_CSD_027_001","Ears",0.9583878
"79r71s38c975608","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_DXA_005_001","Bone Mineral Content (excluding skull)",0.3502727
"79r874t04l27lnf","MGI:2442233","Arhgef9","C57BL","Early adult","IMPC_GEO_062_001","Abdominal wall",0.4051235
"79rbc4cljal09h8","MGI:1195272","Eda","C55BL","Early adult","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.9625464
"79ri1i6ne75a8cn","MGI:1858419","Bysl","C57BL","Early adult","IMPC_EYE_006_001","Narrow eye opening",0.9424117
"79rox1ue940j5r6","MGI:3608347","Zfp385c","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.4693075
"79s58r5y0n8214t","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.8577106
"79u467sv6s6ybci","MGI:1194883","Crx","C57BL","Early adult","IMPC_CBC_020_001","Fructosamine",0.6551529
"79uqk622p3ks0nt","MGI:1921501","Ankrd9","C57BL","Early adult","ESLIM_008_001_001","Body position",0.2952386
"79v474b75n16770","MGI:1915814","Nufip2","C57BL","E9.5","IMPC_GEP_022_001","Embryo Size",0.4214362
"79v864q9jx6kyne","MGI:107247","Adam7","C57BL","Early adult","M-G-P_006_001_017","Shape of ribs",0.4997931
"79vyu4xyjkj826h","MGI:1923356","Kdm3b","C57BL","Early adult","IMPC_EYE_017_001","Lens Opacity",0.1970326
"79wv1x6p270q87t","MGI:1918529","Slc29a3","C57BL","Early adult","IMPC_HEM_033_001","Monocyte differential count",0.5061704
"79x7287j516i7e0","MGI:1915956","Rgp1","C57BL","Early adult","M-G-P_025_001_017","Total cholesterol",0.3407445
"79yqb4n6513471q","MGI:1923896","Wdr38","C57BL","early adult","M-G-P_007_001_006","Periphery - distance",0.08399235
"7a08449xtr64277","MGI:2441671","Hcar1","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.3740228
"7a0ow8ugfu9e775","MGI:96412","Ide","129SV","Early adult","CCP_LDT_006_001","Latency to first transition into light",0.3638413
"7a0srspq2q9qnvr","MGI:1194883","Crx","C57BL","Early adult","IMPC_HEM_007_001","Mean cell hemoglobin concentration",0.1940021
"7a1700j6u9831rt","MGI:1914162","BZW2","C57BL","Early adult","IMPC_DXA_009_001","Fat/Body weight",0.7267984
"7a1fj9ykgh171tw","MGI:2136381","Hadhb","C57BL","early adult","IMPC_CBC_005_001","Creatinine",0.245875
"7a1gaxcg9oj683y","MGI:105089","Hsd17b4","C57BL","Late adult","ESLIM_021_001_004","Free fatty acids",0.5313615
"7a2r4s9m11q47vp","MGI:2182543","Grhl2","C57BL","E15.5","impc_csd_039_001","Limb grasp",0.1837785
"7a3lt9942voq7z9","MGI:1913721","Anp32e","C57BL","Early adult","IMPC_EYE_026_001","Retinal Blood Vessels Pattern",0.2289278
"7a3wc2ls0ft0k97","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_HEM_032_001","Lymphocyte cell count",0.8789959
"7a480907925zsqf","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_HWT_008_001","Heart weight",0.5672743
"7a4z9jw68d33vg8","MGI:98495","Tbx3","C57BL","Early adult","JAX_OFD_014_001","Center distance travelled",0.4553976
"7a696io72cv271a","MGI:2182543","Grhl2","C57BL","E15.5","IMPC_CSD_024_001","Vibrissae - appearance",0.1333966
"7a6g2m2q2164547","MGI:105089","Hsd17b4","C57BL","Late adult","MGP_CSD_023_001","Dorsal coat/hair appearance",0.08273262
"7a6o81t47hxy1y5","MGI:1917212","Mettl18","C57BL","Early adult","ESLIM_015_001_015","Alkaline phosphatase",0.2729647
"7a6rib1249sw291","MGI:1924170","Arrdc5","C57BL","Early adult","M-G-P_005_001_006","Body Length",0.732767
"7a6w43o4074po2p","MGI:98495","Tbx3","C57BL","Early adult","IMPC_ECG_004_001","RR",0.3170816
"7a7di4bb9q657q1","MGI:2679719","Armc7","C57BL","Early adult","UCD_OWT_003_001","Spleen weight",0.3178998
"7a7i95ymien9d6x","MGI:2147134","Fbxo11","C57BL","Early adult","IMPC_CBC_020_001","Fructosamine",0.1140963
"7a7wqp966qf25y2","MGI:1931028","Recql4","C57BL","E9.5","ESLIM_011_001_002","PP1 startle magnitude",0.3870712
"7a89m39d5uv7587","MGI:1347249","Psg16","C57BL","Early adult","eslim_008_001_013","Startle response",0.3765727
"7a8z6zrebokegym","MGI:99953","Gja8","C57BL","Early adult","IMPC_EYE_023_001","Optic Disc",0.2578086
"7a9752vh9ctt60i","MGI:2154240","Plxnb3","C57BL","Early adult","MGP_CSD_023_001","Dorsal coat/hair appearance",1.587893e-09
"7aa93e8f31v03yd","MGI:1859638","Pqbp1","C57BL","E15.5","BCMLA_EYE_067_001","Left anterior chamber depth",0.4424318
"7af071a0xxnqbt7","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_DXA_007_001","BMC/Body weight",0.8688925
"7ag80wm6kg32x31","MGI:95514","Fes","C57BL","Early adult","GMC_916_001_008","Latency familiar object exploration",0.3264508
"7ah4nm9h6i3o837","MGI:1916625","Btbd9","C57BL","Early adult","ESLIM_011_001_704","Prepulse inhibition - PP4",0.4880854
"7ai23zzq603l74u","MGI:2385295","Sez6l2","C57BL","Early adult","IMPC_CSD_033_001","Gait",0.8739193
"7aja9188q48iez7","MGI:1931028","Recql4","C57BL","E12.5","ESLIM_005_001_702","Lean/Body weight",0.9718058
"7al40vb8x1kh12u","MGI:1919618","Borcs8","C57BL","Early adult","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.9398769
"7ap82f473420w85","MGI:109339","Eya3","C57BL","Early adult","IMPC_ACS_036_001","% Pre-pulse inhibition - PPI4",0.2748761
"7aq35m8xsjxt7ns","MGI:1921501","Ankrd9","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.3112579
"7ar7r5j22o74fh2","MGI:2159324","Cln6","C57BL","Early adult","IMPC_GEO_062_001","Abdominal wall",0.3809258
"7arp0wrfq814650","MGI:2182543","Grhl2","C57BL","E15.5","IMPC_FEA_003_001","Conditioning Baseline % Freezing Time",0.6042335
"7asyrg9w0105e9g","MGI:1931028","Recql4","C57BL","E12.5","M-G-P_014_001_006","cornea",0.1236099
"7aybv647q812459","MGI:1915814","Nufip2","C57BL","E18.5","IMPC_CSD_036_001","Startle response",0.5988184
"7az5ar6f4swd6ie","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_GEL_027_001","Neural tube closure",0.474706
"7az5t7p7i015t90","MGI:107566","KIFAP3","C57BL","Early adult","IMPC_XRY_033_001","Tibia length",0.8339663
"7b0648v4ce4vc6v","MGI:1925212","Scaf8","C57BL","E18.5","IMPC_GEO_069_001","Delayed embryonic development",0.8087014
"7b067wlks8062t6","MGI:105089","Hsd17b4","C57BL","Middle aged adult","IMPC_GEL_027_001","Neural tube closure",0.1929613
"7b1ez4369c7s99p","MGI:1915087","Tiprl","C57BL","E9.5","M-G-P_016_001_006","Mean-corpuscular-haemoglobin",0.0871137
"7b3x0918q632398","MGI:1923896","Wdr38","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.3803731
"7b45hq9sj75e7c0","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_CBC_023_001","Alpha-amylase",0.2663523
"7b49lbsnqlesx02","MGI:1916690","Dennd6b","C57BL","Early adult","GMC_923_001_001","Body weight",0.5093057
"7b4nhhvjf54rrr2","MGI:3608347","Zfp385c","C57BL","Early adult","ESLIM_008_001_008","Locomotor activity",0.5773205
"7b4z1r0y1941m67","MGI:1341881","Syngr3","C57BL","Early adult","JAX_LDT_002_001","Light side time spent",0.1959689
"7b58zjwu59609a6","MGI:98495","Tbx3","C57BL","Early adult","ESLIM_008_001_022","Vocalisation",0.8413858
"7b612h0kl222857","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_GEO_067_001","Syndactyly",0.7377116
"7b62519t2b325b5","MGI:1859214","Pmm2","C57BL","E9.5","CCP_LDT_006_001","Latency to first transition into light",0.6898424
"7b64c23n15cqlp5","MGI:103227","Cmah","C57BL","Early adult","M-G-P_014_001_006","cornea",0.1621743
"7b64rg3psy322b5","MGI:107247","Adam7","C57BL","Early adult","IMPC_CBC_016_001","HDL-cholesterol",0.29652
"7b6c17k566x2p28","MGI:2442920","Rab11fip4","C57BL","Early adult","IMPC_GEP_034_001","Skin Appearance",0.9128259
"7b6f4e09h4092ya","MGI:2676312","Abca12","C57BL","E18.5","IMPC_CBC_007_001","Albumin",0.9125313
"7b6p980u71v77cg","MGI:2443664","Rreb1","C57BL","Early adult","IMPC_CBC_015_001","Total cholesterol",0.6742063
"7b6r7o1p22sc6e1","MGI:2159324","Cln6","C57BL","Early adult","IMPC_GEO_047_002","Microphthalmia",0.4354473
"7b833k6b83l7r0g","MGI:1914162","Bzw2","C57BL","Early adult","IMPC_OFD_019_001","Number of center entries",0.5245549
"7b888cyh2p0j860","MGI:2388267","Bicdl2","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.440079
"7b94m4tus05fh6s","MGI:107566","Kifap3","C57BL","Early adult","IMPC_HWT_008_001","Heart weight",0.30729
"7b9s0m5n9839rr9","MGI:103556","Cxcl12","C57BL","E12.5","IMPC_CBC_025_001","LDL-cholesterol",0.6387646
"7b9toz5t6ls90y4","MGI:1924170","Arrdc5","C57BL","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",7.302481e-05
"7bae2glmcw26e0p","MGI:2441671","Hcar1","C57BL","Early adult","JAX_OFD_022_001","Percentage center time",0.5060652
"7bb3546j75xuz9n","MGI:2685751","Tmem171","C57BL","Early adult","M-G-P_026_001_012","Incisor",0.1098924
"7bb78sws83025kg","MGI:107794","Zfp69","C57BL","Early adult","IMPC_GEL_028_001","Forebrain",0.8434892
"7bc62f5v37w4tq4","MGI:102657","Cdc34","C57BL","E18.5","IMPC_CBC_020_001","Fructosamine",0.8299349
"7bcaq29o3235c7e","MGI:98495","Tbx3","C57BL","E9.5","IMPC_EYE_025_001","Retinal Blood Vessels Structure",0.5564118
"7bcq743oz2pc1l7","MGI:1921501","Ankrd9","C57BL","Early adult","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.08334775
"7bdm60fae812j3t","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_CSD_079_001","Aggression",0.5886132
"7bh3t106m86s8cq","MGI:2138334","Dgkd","C57BL","Early adult","IMPC_CSD_012_001","Coat - hair distribution - head",0.0773225
"7bq4hg9a010fl59","MGI:2147679","Patl1","C57BL","Early adult","ESLIM_016_001_005","Mean cell volume",0.4596874
"7bss5ngn6ovomrc","MGI:1933155","Arl4d","C57BL","Early adult","CCP_XRY_063_001","Cervical processes",0.3770876
"7bv5f4so173ugt5","MGI:1915956","Rgp1","C57BL","E9.5","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.7240751
"7bvlb742h4v7614","MGI:102657","Cdc34","C57BL","E18.5","IMPC_CBC_025_001","LDL-cholesterol",0.7888145
"7bx9hq5qhe3lb35","MGI:103556","Cxcl12","C57BL","Early adult","IMPC_ACS_006_001","Response amplitude - S",0.982196
"7bxz4r4741f2vm0","MGI:1915956","Rgp1","C57BL","E12.5","IMPC_CSD_032_001","Locomotor activity",0.8834251
"7by8azum2818346","MGI:2140300","Myorg","C57BL","Early adult","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.05644565
"7bzf1h607089f4x","MGI:1353657","Fgd3","C57BL","Early adult","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.7115011
"7c1e995yw9a6q0z","MGI:2147679","Patl1","C57BL","Early adult","JAX_LDT_004_001","Dark side time spent",0.7573986
"7c288v52hl8194k","MGI:2388267","Bicdl2","C57BL","Early adult","IMPC_HEM_003_001","Hemoglobin",0.4598389
"7c3501vfxivqi6b","MGI:1858696","Copg1","C57BL","Early adult","MGP_IMM_071_001","Total CD4+ T cells - % of CD45+",0.6615954
"7c3a6930dvn0tom","MGI:2147134","Fbxo11","C57BL","Early adult","IMPC_EYE_026_001","Retinal Blood Vessels Pattern",0.4481558
"7c5hi898w2p5rm0","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_ECG_004_001","RR",0.3803961
"7c5zhq688p0ro47","MGI:2679719","Armc7","C57BL","Early adult","TCPLA_CSD_032_001","Locomotor activity",0.2230813
"7c68xb6318wp0f7","MGI:1859214","Pmm2","C57BL","E12.5","IMPC_CBC_018_001","Glucose",0.5194929
"7c6vvnzd1e07z66","MGI:97312","Nfkb1","129SV","Early adult","M-G-P_008_001_012","Tail elevation",0.5027013
"7c74y080t9131ac","MGI:2441671","Hcar1","C57BL","Early adult","IMPC_HEM_006_001","Mean corpuscular hemoglobin",0.7836902
"7c7y8pfpo22zps3","MGI:1915087","Tiprl","C57BL","E9.5","IMPC_CBC_004_001","Urea (Blood Urea Nitrogen - BUN)",0.7558579
"7c85i03rdhgrn66","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_EYE_003_001","Eye Hemorrhage or Blood Presence",0.735758
"7c8969575192loz","MGI:2136381","Hadhb","C57BL","Early adult","JAX_PLC_004_001","Glucose",0.08164324
"7c9138r1524ekmc","MGI:1915087","Tiprl","C57BL","E12.5","ESLIM_008_001_008","Locomotor activity",0.5861904
"7c9e7b6i416wgh4","MGI:109339","Eya3","C57BL","Early adult","CCP_LDT_006_001","Latency to first transition into light",0.2388458
"7caeqck3t5he159","MGI:102657","Cdc34","C57BL","E18.5","ESLIM_013_001_009","Right retina structure",0.3371683
"7cah89296a3sk5d","MGI:1859214","Pmm2","C57BL","E12.5","M-G-P_005_001_001","Weight",0.1277293
"7cb27qa83832yi3","MGI:95514","Fes","C57BL","Early adult","ESLIM_011_001_702","Prepulse inhibition - PP2",0.3194236
"7cc5b1uslvtl389","mgi:2154240","Plxnb3","C57BL","Early adult","IMPC_GEO_011_001","Blood Vessel Morphology",0.6259884
"7cek7wth4n77e87","MGI:1101778","Bmx","C57BL","Early adult","M-G-P_008_001_012","Tail elevation",0.4565032
"7cgzc508fz8ge1w","MGI:2448562","Adnp2","C57BL","Early adult","IMPC_HEM_004_001","Hematocrit",0.4755667
"7ch4pk8ec3851o8","MGI:1919618","Borcs8","C57BL","E18.5","IMPC_CBC_015_001","Total cholesterol",0.9187459
"7cix116d3775pn4","MGI:103556","Cxcl12","C57BL","E9.5","IMPC_CSD_036_001","Startle response",0.4601586
"7cjxev4kv95nzfw","MGI:1859214","Pmm2","C57BL","Early adult","IMPC_ABR_010_001","24kHz-evoked ABR Threshold",0.7523167
"7cl5ff1z2ny652c","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_EYE_027_001","Persistence of hyaloid vascular system",0.7304309
"7cn53kw9h65p1rx","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CSD_014_001","Coat - hair texture / appearance - back",0.2460707
"7cn5p0d25i3d7ii","MGI:2443235","Rimbp2","C57BL","Early adult","IMPC_GEL_061_001","Optic vesicle morphology",0.6649937
"7cov3h013lm0b10","MGI:1891427","Fgf23","C57BL","Early adult","ESLIM_011_001_007","PP1 + pulse startle magnitude",0.3991898
"7coz7f1p1ay9dr6","MGI:1931028","Recql4","C57BL","E9.5","MGP_IMM_070_001","Total ab T cells - % of CD45+",0.9626047
"7cskga4b213zv92","MGI:1916690","Dennd6b","C57BL","Early adult","IMPC_IPG_012_001","Area under glucose response curve",0.7968124
"7cw6d3773147525","MGI:1913721","Anp32e","C57BL","Early adult","GMC_923_001_001","Body weight",0.6107093
"7d0d6d7n4m56vf5","MGI:1858696","Copg1","C57BL","Early adult","IMPC_CBC_014_001","Alkaline phosphatase",0.6517736
"7d0l93fzs7s1m20","MGI:1341881","Syngr3","C57BL","Late adult","IMPC_HEM_004_001","Hematocrit",0.8844048
"7d1b90606925yy6","MGI:1916625","Btbd9","C57BL","Early adult","IMPC_HWT_008_001","Heart weight",0.4646388
"7d22xn5m837034n","MGI:105080","Tgoln1","C57BL","Early adult","IMPC_HEM_019_001","Mean platelet volume",0.9080262
"7d24q5xc7t7539e","MGI:99953","Gja8","C57BL","Early adult","IMPC_OFD_009_001","Whole arena average speed",0.6286745
"7d2v610585zu595","MGI:1916625","Btbd9","C57BL","Early adult","M-G-P_006_001_010","Maxilla",0.3537498
"7d44577i05w0t1s","MGI:2388267","Bicdl2","C57BL","Early adult","IMPC_OFD_013_001","Periphery average speed",0.5658408
"7d527ym874x10m4","MGI:1923896","Wdr38","C57BL","Early adult","JAX_PLC_004_001","Glucose",0.8303319
"7d58b2724mmj580","MGI:1921783","Gzf1","C57BL","Early adult","IMPC_CBC_054_001","Magnesium",0.4046859
"7d634j8rd8vl759","MGI:2685948","Irgc","C57BL","Early adult","IMPC_DXA_002_001","Fat mass",0.3456086
"7d665rc338cm1rr","MGI:2138334","Dgkd","C57BL","Early adult","ESLIM_013_001_009","Right retina structure",0.1818342
"7d721bz3ruu7o93","MGI:2685948","Irgc","C57BL","Early adult","IMPC_GEP_011_002","Hemorrhage",0.2613727
"7d7lb8gjxp1sv0x","MGI:1098779","Cdk2ap2","C57BL","Early adult","CCP_LDT_005_001","Time mobile dark side",0.4622313
"7d8325d07jrtv3v","MGI:1101778","Bmx","C57BL","Early adult","IMPC_GEP_011_002","Hemorrhage",0.3098598
"7d86168wwe6w0sg","MGI:1352752","Pde7b","C57BL","Early adult","IMPC_EYE_056_001","Mean left eye lens density",0.5787256
